Protein	WT-0-1	WT-0-2	WT-0-3	WT-0.5-1	WT-0.5-2	WT-0.5-3	WT-1-1	WT-1-2	WT-1-3	WT-3-1	WT-3-2	WT-3-3	WT-6-1	WT-6-2	WT-6-3	WT-12-1	WT-12-2	WT-12-3	WT-15-1	WT-15-2	WT-15-3	WT-18-1	WT-18-2	WT-18-3	3A-0-1	3A-0-2	3A-0-3	3A-0.5-1	3A-0.5-2	3A-0.5-3	3A-1-1	3A-1-2	3A-1-3	3A-3-1	3A-3-2	3A-3-3	3A-6-1	3A-6-2	3A-6-3	3A-12-1	3A-12-2	3A-12-3	3A-15-1	3A-15-2	3A-15-3	3A-18-1	3A-18-2	3A-18-3	3Amk-0-1	3Amk-0-2	3Amk-0-3	3Amk-0.5-1	3Amk-0.5-2	3Amk-0.5-3	3Amk-1-1	3Amk-1-2	3Amk-1-3	3Amk-3-1	3Amk-3-2	3Amk-3-3	3Amk-6-1	3Amk-6-2	3Amk-6-3	3Amk-12-1	3Amk-12-2	3Amk-12-3	3Amk-15-1	3Amk-15-2	3Amk-15-3	3Amk-18-1	3Amk-18-2	3Amk-18-3
yejL	3.1535	5.2609	3.7569	3.1117	4.1793	4.1087	0	1.0925	0	3.8954	4.6107	3.9269	4.7938	5.5376	4.5441	3.9232	4.6143	2.1115	3.2164	3.1471	5.06	1.9229	3.1624	3.0453	4.2386	2.2206	3.2836	2.3457	1.0714	2.1842	3.3704	0	1.0925	4.1865	3.9683	4.8941	6.1504	6.1683	3.2251	1.9938	4.8128	2.9151	2.9796	3.2847	3.1655	2.8229	2.1337	3.0163	4.6433	4.5032	4.38	2.159	2.2877	2.0296	0	0.98969	0	1.0895	4.912	2.0781	3.8986	4.2172	2.2861	4.6907	2.9364	3.5575	3.0367	1.959	2.8901	1.8306	2.9372	4.4296
yfaA	0	0	0	0	0	1.0272	0	0	1.0932																0	0	0	0	0	0	0	0	0																0	0	0	0	1.1438	1.0148	0	0	0															
yfaY										0	1.5369	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yfbQ	0.78838	0	0.75139	0	0	0	1.023	0	0	0	0	1.5708	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0.99207	0	0	0	0	0	0	0							0	0	1.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
yfbU										2.3373	0.76845	1.5708	0	0	0	0	0	0	0	0	1.012	0	0	0										0	0	0	0	0	0	0	0	0	0	1.0949	1.0552	0	0	1.0054										0	0	0	0	0	0	0	0	0	1.0122	0	0	0	0	0
prmB	2.3651	2.2547	2.2542	1.0372	4.1793	3.0815	3.069	3.2774	2.1864	2.3373	2.3053	3.1416	2.3969	4.4301	4.5441	1.9616	2.3072	1.0557	2.1443	1.049	2.024	1.9229	1.0541	1.0151	1.0597	2.2206	0.82091	1.1729	1.0714	1.0921	2.247	2.2136	2.1849	2.0932	1.9841	3.9153	2.0501	2.0561	4.3001	0.99691	1.9251	0.97171	0.99321	1.0949	2.1103	1.882	1.0669	2.0109	0	0	0	1.0795	2.2877	3.0443	1.0515	0.98969	0.96724	3.2685	3.684	2.0781	1.9493	2.1086	1.1431	1.8763	1.9576	2.6681	2.0245	2.9385	1.9268	1.8306	1.9581	2.6578
yfcD	0	0.75156	0	1.0372	0	0	0	0	0	0	0	2.3562	1.1984	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0.96724	0	0	0	0	0	0	0	0	0						
yfcL	0	0	0.75139	0	0	0	0	0	0	1.5582	0.76845	0.78539	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
yfcZ	3.1535	3.0062	2.2542	4.1489	4.1793	2.0543	3.069	3.2774	3.2795	3.1163	3.0738	3.1416	2.3969	4.4301	3.4081	3.9232	3.4608	4.2229	4.2886	0	2.024	1.9229	3.1624	2.0302	2.1193	2.9608	2.4627	2.3457	3.2142	4.3683	4.4939	4.4273	4.3698	4.1865	3.9683	3.9153	3.0752	2.0561	4.3001	1.9938	0.96256	0	1.9864	0	0	0.94098	0	0	4.6433	3.3774	4.38	3.2386	3.4315	4.0591	3.1545	2.9691	2.9017	4.358	4.912	4.1562	2.9239	4.2172	3.4292	3.7526	3.9153	3.5575	3.0367	1.959	1.9268	0.91532	0.97906	2.6578
yfdZ	0	0	0	0	0	0	0	0	0	0.77909	0.76845	0.78539	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	1.1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
yfeH	0	0	0	0	1.0448	1.0272	0	0	0	0	0	0	0	0	0	0	1.1536	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
yfeK										0	0	0	0	0	1.136	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yfeX	0	0.75156	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0															
yffB	0	0.75156	0.75139	0	0	0	1.023	0	1.0932	0.77909	0.76845	0	0	0	0	0	1.1536	0							0	0.74021	0.82091	0	0	0	0	1.1068	0	1.0466	0.99207	0.97882	0	0	1.075	0	0	0							0	0	0	0	0	0	0	0	0	1.0895	0	0	0.97464	1.0543	0	0	0	0						
yfgA																			0	0	0	0	0	0																			0	0	0	1.882	0	0																			0	0	0	0	0	0
rlmN	0	0.75156	0.75139	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0															
yfgC	0	0	0	1.0372	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0															
yfgM	0.78838	0	0	1.0372	0	0	0	0	0	0	0.76845	1.5708	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0.99207	0.97882	0	0	0	0	0	0							0	0	0	0	0	1.0148	0	0	0	0	0	0	0	0	0	0	0	0						
yfhQ	0	1.5031	0.75139	0	0	1.0272	0	0	0																0	1.4804	0	0	1.0714	1.0921	1.1235	0	0																1.1608	1.1258	2.19	0	0	1.0148	1.0515	0.98969	0															
raiA	1.5768	1.5031	2.2542	1.0372	0	1.0272	0	0	0	0	0.76845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74021	0.82091	0	0	1.0921	0	0	0	0	0	0	0	0	0	0	0	0.97171	0	0	0	0	0	0	0	0	0	0	1.1438	0	0	0.98969	0	1.0895	1.228	1.0391	7.7971	4.2172	2.2861	0.93814	1.9576	0.88936	2.0245	3.918	1.9268	1.8306	3.9162	0.88592
yfiD	7.8838	5.2609	6.7625	8.2978	7.3137	7.1901	7.161	7.6472	6.5591	7.7909	6.916	7.8539	9.5876	3.3226	2.2721	1.9616	2.3072	3.1672	2.1443	2.0981	2.024	7.6916	3.1624	3.0453	10.597	8.1423	5.7464	10.556	7.4999	7.6446	6.7409	5.5341	7.6472	6.2797	7.9366	6.8517	5.1253	6.1683	7.5251	1.9938	2.8877	1.9434	2.9796	2.1898	2.1103	1.882	3.2006	2.0109	5.8041	11.258	9.855	6.4771	8.0069	6.0887	8.4121	6.9279	6.7707	6.537	6.14	6.2344	5.8478	6.3258	5.7153	6.567	5.8729	5.3362	2.0245	1.959	3.8535	1.8306	2.9372	3.5437
yfiF	0.78838	0	0.75139	0	0	1.0272	0	0	0	2.3373	2.3053	2.3562	0	0	1.136	0.98079	0	0	2.1443	2.0981	2.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97171	0.99321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97464	0	0	0	0	0.88936	0	0	0.96338	0	0.97906	0.88592
rimM	0	2.2547	2.2542	0	3.1345	1.0272	0	0	0	0	0	0	0	0	0	0	0	0							0	1.4804	1.6418	1.1729	1.0714	1.0921	1.1235	1.1068	0	0	0.99207	0	0	0	0	0	0	0							0	0	0	0	0	1.0148	0	0	0	0	0	0	0	0	0	0	0	0						
ygaM										2.3373	1.5369	1.5708	5.9922	4.4301	3.4081	5.8848	4.6143	5.2786	6.4329	5.2451	5.06	3.8458	2.1083	4.0604										1.0466	2.9762	1.9576	2.0501	2.0561	1.075	4.9845	2.8877	3.8868	4.966	6.5695	5.2758	3.7639	5.3343	5.0272										0	0	0	0.97464	0	0	2.8144	1.9576	1.7787	4.049	2.9385	2.8901	3.6613	3.9162	2.6578
ygaU	3.9419	3.7578	4.5083	3.1117	5.2241	4.1087	4.092	3.2774	5.4659	10.907	9.9898	10.21	14.381	13.29	11.36	15.693	14.997	17.947	19.299	19.932	19.228	17.306	18.974	19.287	2.1193	4.4412	2.4627	5.8643	3.2142	2.1842	3.3704	3.3204	3.2774	7.3263	5.9524	5.8729	8.2006	7.1964	6.4501	7.9753	7.7005	7.7737	8.9389	9.8542	9.4965	9.4098	8.5349	9.0489	6.965	6.7548	6.57	4.3181	5.7192	4.0591	6.3091	5.9382	5.8034	5.4475	7.3681	5.1953	7.7971	7.3801	8.0014	8.4433	8.8093	8.0043	10.122	12.734	15.414	11.899	9.7906	11.517
ygdH										1.5582	0.76845	0.78539	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
ygdI										0	0	0	0	0	0	0	0	0	0	0	1.012	1.9229	1.0541	1.0151										0	0	0	0	0	0	0	0.96256	0.97171	0.99321	1.0949	1.0552	0.94098	1.0669	0										0	0	0	0	0	0	0	0	0.88936	2.0245	0	0.96338	1.8306	0.97906	1.7718
csdE	0.78838	0	0.75139	0	0	0	0	0	0	0.77909	0.76845	0.78539	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
ygdR										0.77909	0	0	0	1.1075	1.136	0.98079	1.1536	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
ygfB	0.78838	0	0	1.0372	0	0	0	0	0	0.77909	0.76845	0	0	0	0	0	0	0	0	0	0	0	0	1.0151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94098	0	1.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96338	0.91532	0.97906	0.88592
ygfZ	1.5768	2.2547	1.5028	2.0744	1.0448	1.0272	2.046	1.0925	2.1864	2.3373	1.5369	3.1416	0	2.215	0	0	0	0	0	0	1.012	0	0	1.0151	2.1193	1.4804	0.82091	2.3457	0	0	0	0	0	0	0	0	2.0501	0	1.075	1.9938	0.96256	0	0.99321	0	0	1.882	1.0669	1.0054	1.1608	2.2516	1.095	1.0795	0	0	1.0515	0	0	0	0	0	0	0	0	0	0	0.88936	1.0122	0	0	0	0	0.88592
yggE	0.78838	1.5031	1.5028	0	0	0	2.046	0	2.1864	5.4536	4.6107	7.0685	2.3969	4.4301	5.6802	5.8848	4.6143	7.3901	5.3607	8.3922	7.0841	5.7687	4.2165	6.0906	0	4.4412	4.1045	0	0	0	0	0	1.0925	2.0932	3.9683	3.9153	3.0752	3.0842	4.3001	4.9845	6.7379	4.8586	5.9593	4.3797	5.2758	5.6459	5.3343	4.0217	6.965	3.3774	4.38	0	0	0	2.103	2.9691	1.9345	2.179	1.228	4.1562	0.97464	2.1086	3.4292	4.6907	3.9153	4.4468	4.049	4.8975	4.8169	4.5766	6.8534	6.2015
yggH										0.77909	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yggL	0	0	0	0	0	0	0	0	0	0	0	0	1.1984	1.1075	1.136	1.9616	2.3072	1.0557	1.0721	0	0	0.96145	0	2.0302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0669	1.0054	2.3217	2.2516	2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96338	0	0.97906	0.88592
yggX	3.1535	3.0062	3.0056	2.0744	2.0896	2.0543	2.046	0	0	3.8954	3.0738	3.1416	1.1984	1.1075	0	0.98079	0	0	0	1.049	2.024	1.9229	2.1083	0	3.179	2.9608	3.2836	2.3457	0	1.0921	1.1235	2.2136	1.0925	2.0932	1.9841	1.9576	1.0251	2.0561	2.15	0	1.9251	0.97171	0.99321	3.2847	4.2207	1.882	2.1337	2.0109	1.1608	2.2516	2.19	0	0	1.0148	1.0515	0.98969	0	3.2685	0	4.1562	3.8986	3.1629	2.2861	2.8144	3.9153	2.6681	3.0367	1.959	1.9268	3.6613	2.9372	2.6578
yghA										0	0	0	2.3969	1.1075	2.2721	3.9232	2.3072	3.1672	2.1443	3.1471	7.0841	3.8458	2.1083	3.0453										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	1.0122	0.9795	1.9268	0.91532	0.97906	0.88592
yghU																			0	0	0	0	0	0																			0	0	0	0	0	0																			0	0	0	0.91532	0	0
ygiW	0	0	0	0	0	0	0	0	0	3.8954	3.0738	2.3562	3.5953	3.3226	2.2721	6.8656	5.7679	6.3344	6.4329	6.2942	7.0841	9.6145	6.3248	7.1057	1.0597	0	0	0	0	0	0	0	0	0	0	0	2.0501	2.0561	0	2.9907	2.8877	1.9434	1.9864	3.2847	4.2207	4.7049	6.4012	4.0217	2.3217	0	0	0	0	0	1.0515	0	0.96724	0	0	0	2.9239	0	1.1431	2.8144	2.9364	3.5575	4.049	0.9795	3.8535	4.5766	5.8744	5.3155
yhaH	0.78838	0	0	0	0	0	0	0	0	1.5582	0.76845	0.78539	1.1984	1.1075	1.136	0.98079	2.3072	1.0557	2.1443	2.0981	1.012	0	1.0541	1.0151	0	0	0	0	0	0	1.1235	0	0	2.0932	0	0.97882	2.0501	1.0281	1.075	0.99691	0.96256	1.9434	0.99321	1.0949	1.0552	0	0	0	0	0	1.095	1.0795	0	0	0	0	0	2.179	1.228	2.0781	0.97464	1.0543	1.1431	0.93814	0.97882	0	0	0.9795	0.96338	0	0	0.88592
lptB	0.78838	0.75156	0.75139	2.0744	0	1.0272	1.023	1.0925	1.0932	0.77909	0.76845	1.5708	0	0	0	0	1.1536	0	0	0	0	0	0	0	1.0597	0.74021	1.6418	0	1.0714	1.0921	1.1235	0	1.0925	2.0932	2.9762	0.97882	0	0	1.075	0.99691	0	0.97171	0	1.0949	0	1.882	0	0	1.1608	1.1258	1.095	0	1.1438	1.0148	1.0515	0.98969	0	0	1.228	0	0	2.1086	1.1431	0.93814	0.97882	0.88936	0	0	0	0	0.97906	0.88592
hpf										1.5582	1.5369	1.5708	2.3969	2.215	2.2721	1.9616	2.3072	2.1115	2.1443	2.0981	2.024	2.8844	2.1083	3.0453										0	0	0	0	0	0	0.99691	1.9251	0.97171	1.9864	1.0949	2.1103	1.882	2.1337	2.0109										0	0	0	1.9493	2.1086	0	1.8763	1.9576	2.6681	2.0245	1.959	4.8169	1.8306	3.9162	2.6578
yhbO																			0	0	0	0	0	0																			0	0	0	0	0	0																			0	0	0	0	0.97906	0
yhbS	0	0	0	0	0	0	0	0	0	1.5582	0.76845	0	0	0	0	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							0	1.1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
yhbY	1.5768	1.5031	1.5028	2.0744	0	0	0	0	1.0932	1.5582	1.5369	1.5708	2.3969	1.1075	2.2721	1.9616	0	2.1115	2.1443	2.0981	2.024	0.96145	0	0	4.2386	2.2206	1.6418	0	0	0	0	1.1068	2.1849	1.0466	1.9841	1.9576	1.0251	2.0561	2.15	1.9938	1.9251	1.9434	1.9864	2.1898	2.1103	1.882	2.1337	0	2.3217	2.2516	2.19	0	0	0	2.103	1.9794	1.9345	1.0895	1.228	1.0391	0.97464	2.1086	2.2861	1.8763	1.9576	1.7787	2.0245	1.959	0	1.8306	1.9581	1.7718
yhcB	1.5768	0	1.5028	0	0	0	0	0	1.0932	2.3373	2.3053	1.5708	0	2.215	0	1.9616	1.1536	0	1.0721	2.0981	3.036	1.9229	1.0541	0	1.0597	1.4804	0.82091	0	0	1.0921	0	1.1068	0	2.0932	2.9762	2.9364	3.0752	0	2.15	0.99691	0	1.9434	0.99321	1.0949	1.0552	2.8229	0	3.0163	1.1608	2.2516	1.095	0	0	0	0	0	0	0	0	1.0391	0.97464	1.0543	2.2861	1.8763	0.97882	1.7787	3.0367	1.959	0.96338	1.8306	1.9581	1.7718
yhcN										0	0	0	0	0	0	0.98079	0	0	1.0721	1.049	0	0.96145	2.1083	4.0604										0	0	0	0	0	0	0	0	0	0	0	0	1.882	0	1.0054										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yhcO										0.77909	1.5369	0.78539	0	0	0	0.98079	0	1.0557	2.1443	2.0981	2.024	1.9229	2.1083	2.0302										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	1.0122	0	0	0	0	0
yhdH	0	0	0	0	0	0	0	0	0	0	0	1.5708	1.1984	1.1075	0	0	0	0	2.1443	1.049	2.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1608	2.2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yhhA																			0	1.049	1.012	0	0	2.0302																			0	0	0	0	0	0																			0	0	0	0	0	0
yhiM										0.77909	0.76845	0.78539	2.3969	2.215	2.2721	0.98079	2.3072	1.0557	1.0721	1.049	2.024	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	1.0122	0	0	0	0	0
yhjD										0	0.76845	0.78539	0	1.1075	1.136	0	0	0	1.0721	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yhjX	1.5768	0.75156	0.75139	0	0	0	0	0	0																0	0	0	0	0	1.0921	0	0	0																0	0	0	0	0	0	0	0	0															
ghrB	0	0.75156	0	0	0	0	1.023	1.0925	0	3.8954	3.0738	4.7123	2.3969	2.215	2.2721	1.9616	2.3072	2.1115	2.1443	2.0981	2.024	2.8844	3.1624	3.0453	1.0597	0	0	0	0	0	0	0	0	0	0.99207	1.9576	2.0501	2.0561	2.15	1.9938	0.96256	0.97171	0.99321	0	2.1103	0.94098	1.0669	2.0109	1.1608	1.1258	1.095	0	0	0	0	0	0	1.0895	0	2.0781	0.97464	2.1086	0	1.8763	0.97882	0.88936	4.049	1.959	2.8901	4.5766	3.9162	4.4296
yiaF	0.78838	3.0062	2.2542	0	1.0448	0	1.023	1.0925	1.0932	2.3373	1.5369	3.1416	2.3969	2.215	1.136	1.9616	0	2.1115	1.0721	2.0981	3.036	0	0	0	2.1193	3.701	3.2836	0	2.1428	1.0921	1.1235	0	0	1.0466	2.9762	1.9576	2.0501	1.0281	2.15	0.99691	0.96256	0.97171	1.9864	0	0	0	0	0	2.3217	2.2516	0	1.0795	0	2.0296	1.0515	0.98969	0.96724	1.0895	1.228	2.0781	1.9493	1.0543	2.2861	1.8763	0.97882	1.7787	1.0122	0.9795	0	0	0	0
yibF										2.3373	0.76845	2.3562	0	3.3226	4.5441	0	2.3072	0	0	1.049	2.024	0.96145	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0.9795	0	0.91532	0	0
yibN	3.9419	2.2547	3.7569	2.0744	0	0	2.046	1.0925	2.1864	1.5582	3.0738	2.3562	0	1.1075	2.2721	0.98079	0	0	0	1.049	2.024	1.9229	2.1083	1.0151	2.1193	3.701	4.9255	2.3457	3.2142	3.2763	0	0	4.3698	2.0932	3.9683	3.9153	2.0501	0	0	0	0	0.97171	0	0	0	0.94098	0	0	4.6433	6.7548	7.665	2.159	2.2877	0	2.103	1.9794	1.9345	3.2685	0	2.0781	1.9493	2.1086	0	0.93814	0	1.7787	0	2.9385	1.9268	0	0	0
yibT										0	0.76845	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yicC	1.5768	1.5031	2.2542	1.0372	2.0896	2.0543	2.046	2.1849	3.2795	1.5582	0.76845	1.5708	1.1984	0	1.136	1.9616	2.3072	1.0557	1.0721	2.0981	0	1.9229	2.1083	1.0151	1.0597	5.1814	0.82091	2.3457	2.1428	1.0921	2.247	1.1068	2.1849	2.0932	1.9841	2.9364	0	1.0281	2.15	1.9938	1.9251	1.9434	0.99321	2.1898	1.0552	0	2.1337	1.0054	1.1608	1.1258	2.19	2.159	1.1438	2.0296	2.103	1.9794	0.96724	2.179	1.228	1.0391	0.97464	2.1086	2.2861	1.8763	1.9576	1.7787	2.0245	1.959	0.96338	0.91532	1.9581	1.7718
yidA										0.77909	0	0.78539	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yidB										0	0	0	0	0	1.136	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yidC	3.9419	5.2609	4.5083	5.1861	3.1345	2.0543	2.046	3.2774	2.1864	1.5582	2.3053	1.5708	0	1.1075	1.136	0.98079	0	0	0	1.049	1.012	1.9229	1.0541	1.0151	4.2386	7.4021	8.2091	3.5186	4.2857	1.0921	3.3704	3.3204	3.2774	1.0466	1.9841	1.9576	2.0501	2.0561	0	0	0	0	0.99321	0	1.0552	0.94098	0	2.0109	4.6433	3.3774	2.19	3.2386	3.4315	2.0296	3.1545	3.9588	4.8362	2.179	2.456	2.0781	3.8986	1.0543	1.1431	0.93814	0.97882	0.88936	1.0122	0.9795	1.9268	0.91532	0.97906	0.88592
yifE	2.3651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1608	0	1.095	0	0	0	0	0	0	1.0895	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7718
rffE	0.78838	1.5031	1.5028	1.0372	0	0	1.023	0	0	2.3373	1.5369	2.3562	2.3969	2.215	3.4081	1.9616	3.4608	2.1115	3.2164	6.2942	3.036	2.8844	3.1624	3.0453	0	1.4804	0.82091	0	0	0	0	0	0	1.0466	1.9841	0.97882	2.0501	2.0561	1.075	1.9938	0.96256	1.9434	1.9864	2.1898	2.1103	1.882	2.1337	2.0109	1.1608	1.1258	1.095	0	1.1438	0	0	0.98969	1.9345	1.0895	1.228	1.0391	0.97464	2.1086	1.1431	1.8763	1.9576	0.88936	3.0367	0.9795	1.9268	2.746	1.9581	1.7718
yigL										0.77909	0	0.78539	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0						
yihA	3.1535	3.0062	2.2542	1.0372	3.1345	0	0	0	3.2795	2.3373	0.76845	1.5708	0	0	0	0	0	0	0	0	0	0	0	0	2.1193	3.701	4.1045	0	1.0714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3217	2.2516	2.19	0	0	0	0	0	0.96724	0	0	0	0	0	0	0	0	0.88936	0	0	0	0	0	0.88592
yihD	3.9419	3.7578	2.2542	0	1.0448	2.0543	0	0	3.2795	5.4536	4.6107	4.7123	2.3969	2.215	5.6802	4.904	4.6143	4.2229	5.3607	6.2942	6.0721	1.9229	1.0541	2.0302	0	1.4804	2.4627	0	0	0	0	1.1068	0	3.1399	3.9683	2.9364	4.1003	1.0281	3.2251	5.9815	4.8128	4.8586	6.9525	5.4746	6.331	5.6459	5.3343	4.0217	0	1.1258	0	1.0795	0	0	0	0	0	2.179	0	1.0391	1.9493	1.0543	0	1.8763	0.97882	1.7787	2.0245	1.959	1.9268	2.746	1.9581	2.6578
yihG	0	0	0	0	0	0	0	0	0																0	0	0	0	0	0	0	0	0																1.1608	0	0	0	0	0	0	0	0															
uspD										0.77909	0.76845	1.5708	0	1.1075	3.4081	1.9616	0	0	1.0721	1.049	0	0.96145	2.1083	2.0302										0	0	0	0	0	0	0	0	0	0.99321	1.0949	1.0552	0.94098	1.0669	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yiiU	7.0954	3.7578	6.0111	4.1489	4.1793	4.1087	5.115	5.4623	5.4659	3.1163	4.6107	7.0685	5.9922	4.4301	6.8162	2.9424	3.4608	5.2786	3.2164	2.0981	5.06	6.7302	4.2165	5.0755	2.1193	5.1814	4.1045	5.8643	5.3571	4.3683	4.4939	4.4273	4.3698	5.2331	5.9524	5.8729	5.1253	6.1683	6.4501	5.9815	6.7379	6.802	8.9389	5.4746	4.2207	7.5278	6.4012	8.0434	5.8041	6.7548	6.57	5.3976	4.5754	4.0591	5.2576	3.9588	3.869	6.537	6.14	6.2344	8.7718	5.2715	5.7153	7.5051	7.8305	7.1149	5.0612	5.877	7.707	5.4919	4.8953	7.0874
yjaG	1.5768	0.75156	1.5028	0	0	0	0	0	0	1.5582	1.5369	0.78539	0	0	0	0	0	0							1.0597	1.4804	1.6418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0							1.1608	0	1.095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
yjbJ	1.5768	1.5031	1.5028	0	2.0896	2.0543	0	0	0	3.1163	2.3053	0	4.7938	0	3.4081	3.9232	3.4608	3.1672	3.2164	3.1471	3.036	6.7302	5.2707	4.0604	2.1193	1.4804	2.4627	2.3457	3.2142	3.2763	2.247	2.2136	2.1849	0	0.99207	0	1.0251	2.0561	1.075	3.9876	2.8877	3.8868	2.9796	3.2847	4.2207	3.7639	4.2674	6.0326	1.1608	1.1258	0	0	2.2877	1.0148	2.103	1.9794	0	1.0895	1.228	1.0391	3.8986	2.1086	1.1431	3.7526	2.9364	2.6681	3.0367	3.918	1.9268	2.746	3.9162	2.6578
yjbR										0.77909	1.5369	0	0	1.1075	0	2.9424	1.1536	3.1672	3.2164	1.049	3.036	2.8844	2.1083	3.0453										0	0	0	0	0	0	0	0	0.97171	0.99321	0	0	1.882	1.0669	0										0	0	0	0	0	0	0	0.97882	0	0	1.959	0.96338	1.8306	1.9581	2.6578
orn	0	0	0.75139	1.0372	0	0	0	0	0																0	0	0	0	0	0	0	0	0																1.1608	1.1258	0	0	0	0	0	0	0															
yjgA	0.78838	2.2547	1.5028	1.0372	1.0448	1.0272	1.023	1.0925	2.1864	2.3373	2.3053	3.1416	2.3969	3.3226	2.2721	1.9616	3.4608	2.1115	2.1443	0	3.036	1.9229	1.0541	2.0302	1.0597	0.74021	0.82091	0	0	1.0921	1.1235	2.2136	1.0925	1.0466	1.9841	1.9576	2.0501	1.0281	0	0	0	0	0	1.0949	1.0552	0.94098	1.0669	1.0054	2.3217	0	1.095	1.0795	1.1438	1.0148	0	0	0.96724	1.0895	1.228	2.0781	0.97464	0	1.1431	0.93814	0.97882	1.7787	2.0245	1.959	1.9268	1.8306	0.97906	0.88592
yjgB										0.77909	0.76845	1.5708	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										0	0	0	0	0	0	0.93814	0.97882	0.88936	2.0245	1.959	1.9268	0	0	0
