# Program:featureCounts v1.5.0-p3; Command:"/users/joonhoonkim/bin/anaconda/bin/featureCounts" "-T" "24" "--primary" "-s" "1" "-t" "exon" "-g" "gene_id" "-a" "NC_017638_pBbA5c_pTrc99A.gtf" "-o" "RNA_Seq_counts_s1.txt" "mapped/bwa_all/3A-0-1.bam" "mapped/bwa_all/3A-0-2.bam" "mapped/bwa_all/3A-1-1.bam" "mapped/bwa_all/3A-12-1.bam" "mapped/bwa_all/3A-12-2.bam" "mapped/bwa_all/3A-1-2.bam" "mapped/bwa_all/3Amk-0-1.bam" "mapped/bwa_all/3Amk-0-2.bam" "mapped/bwa_all/3Amk-12-1.bam" "mapped/bwa_all/3Amk-12-2.bam" "mapped/bwa_all/3Amk-1-2.bam" "mapped/bwa_all/3Amk-1-3.bam" "mapped/bwa_all/WT-0-1.bam" "mapped/bwa_all/WT-0-2.bam" "mapped/bwa_all/WT-1-1.bam" "mapped/bwa_all/WT-12-1.bam" "mapped/bwa_all/WT-12-3.bam" "mapped/bwa_all/WT-1-2.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/bwa_all/3A-0-1.bam	mapped/bwa_all/3A-0-2.bam	mapped/bwa_all/3A-1-1.bam	mapped/bwa_all/3A-12-1.bam	mapped/bwa_all/3A-12-2.bam	mapped/bwa_all/3A-1-2.bam	mapped/bwa_all/3Amk-0-1.bam	mapped/bwa_all/3Amk-0-2.bam	mapped/bwa_all/3Amk-12-1.bam	mapped/bwa_all/3Amk-12-2.bam	mapped/bwa_all/3Amk-1-2.bam	mapped/bwa_all/3Amk-1-3.bam	mapped/bwa_all/WT-0-1.bam	mapped/bwa_all/WT-0-2.bam	mapped/bwa_all/WT-1-1.bam	mapped/bwa_all/WT-12-1.bam	mapped/bwa_all/WT-12-3.bam	mapped/bwa_all/WT-1-2.bam
tag	NC_017638.1	3690998	3691561	+	564	297	245	140	68	46	127	147	163	30	37	94	92	247	289	241	0	15	108
yiaC	NC_017638.1	3691558	3691998	+	441	201	195	15	13	12	47	139	130	0	4	119	22	104	215	131	12	8	18
bisC	NC_017638.1	3691967	3694246	-	2280	1721	982	248	258	204	520	689	682	178	98	600	357	1092	841	962	28	43	494
yiaD	NC_017638.1	3694453	3695112	+	660	104	64	7	0	1	24	44	15	0	1	12	26	65	82	18	1	0	16
ghrB	NC_017638.1	3695216	3696190	+	975	5102	3548	897	609	499	1437	2609	2796	868	500	1192	729	3068	4445	3906	11	16	2139
yiaF	NC_017638.1	3696240	3696950	-	711	3139	2663	527	192	74	796	2376	2179	542	219	1819	826	2295	2920	1989	23	46	839
yiaG	NC_017638.1	3697384	3697674	+	291	543	411	200	1626	1654	306	323	346	714	365	1329	900	146	191	1240	126	270	564
cspA	NC_017638.1	3697955	3698167	+	213	65789	44246	3390	139	160	3086	35673	32681	762	2779	3384	1822	43590	56358	1632	129	278	1338
hokA	NC_017638.1	3698354	3698506	-	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
insJ	NC_017638.1	3698586	3699107	+	522	99	81	1	12	9	8	99	80	9	30	23	32	36	54	15	0	0	0
insK	NC_017638.1	3699104	3699955	+	852	129	118	49	10	26	49	136	78	12	38	66	71	3	58	1	0	7	6
glyS	NC_017638.1	3700234	3702303	-	2070	8799	7609	922	1085	689	1680	4796	5161	501	171	1274	618	8804	11278	2316	36	41	1012
glyQ	NC_017638.1	3702313	3703224	-	912	3601	3374	295	168	176	654	2125	2086	94	100	533	213	3381	5273	921	3	52	279
ysaB	NC_017638.1	3703319	3703618	-	300	12	13	13	0	18	22	11	26	0	8	16	7	1	10	20	0	0	0
wecH	NC_017638.1	3703793	3704788	+	996	164	144	98	16	1	38	54	69	25	20	31	2	103	61	109	3	1	52
yiaA	NC_017638.1	3704830	3705267	-	438	35	78	45	15	6	43	21	9	3	6	4	7	12	21	9	1	0	13
yiaB	NC_017638.1	3705313	3705654	-	342	29	27	6	11	0	8	33	62	3	2	31	0	19	9	22	0	0	1
xylB	NC_017638.1	3705823	3707277	-	1455	71	50	23	28	49	113	51	28	20	16	61	2	72	37	117	13	29	111
xylA	NC_017638.1	3707349	3708671	-	1323	51	49	17	67	38	52	17	27	24	17	39	0	37	34	71	1	0	15
xylF	NC_017638.1	3709037	3710029	+	993	64	39	1	0	0	7	38	50	0	7	10	1	10	0	0	0	0	1
xylG	NC_017638.1	3710107	3711648	+	1542	17	3	16	0	0	28	10	9	0	6	10	0	4	8	0	0	0	0
xylH	NC_017638.1	3711626	3712807	+	1182	150	105	52	70	53	96	76	80	15	21	114	82	27	47	143	0	9	97
xylR	NC_017638.1	3712885	3714063	+	1179	209	153	131	33	22	300	122	146	31	62	120	43	152	142	187	0	12	96
bax	NC_017638.1	3714259	3715083	-	825	1092	818	348	76	65	209	666	560	231	185	96	66	503	733	358	25	70	414
malS	NC_017638.1	3715403	3717433	+	2031	1683	1454	14	19	38	25	756	639	15	12	63	4	1352	1965	58	6	21	33
avtA	NC_017638.1	3717611	3718864	+	1254	6758	4275	406	262	263	567	3866	4147	304	158	2025	883	2924	4128	912	116	126	513
ysaA	NC_017638.1	3719015	3719488	-	474	355	259	227	15	14	303	212	144	43	29	111	51	239	289	156	1	2	388
yiaJ	NC_017638.1	3719590	3720438	-	849	381	305	215	63	54	246	384	337	138	112	260	108	266	236	379	15	17	223
yiaK	NC_017638.1	3720639	3721637	+	999	24	12	2	3	0	0	5	6	9	9	11	0	0	11	0	2	0	0
yiaL	NC_017638.1	3721649	3722116	+	468	1	0	7	0	0	8	0	8	6	0	0	0	19	3	0	0	0	20
yiaM	NC_017638.1	3722234	3722707	+	474	8	5	0	0	4	9	0	0	0	5	1	0	0	0	0	0	0	0
yiaN	NC_017638.1	3722710	3723987	+	1278	8	2	0	1	0	0	5	0	0	10	9	0	0	5	0	0	0	0
yiaO	NC_017638.1	3724000	3724986	+	987	8	4	0	0	0	6	1	17	0	6	14	0	10	9	0	0	0	0
lyx	NC_017638.1	3724990	3726486	+	1497	46	12	0	0	4	0	11	0	0	4	27	28	23	34	15	0	3	12
sgbH	NC_017638.1	3726483	3727145	+	663	11	1	0	0	0	0	6	4	0	0	1	0	8	5	0	0	7	0
sgbU	NC_017638.1	3727138	3727998	+	861	24	17	1	0	6	10	5	11	0	1	0	14	8	19	6	0	0	41
sgbE	NC_017638.1	3727992	3728687	+	696	14	14	0	0	0	9	0	6	3	5	1	0	0	1	8	0	0	0
yiaT	NC_017638.1	3729034	3729774	-	741	120	130	38	42	25	138	84	113	50	3	104	72	48	104	88	19	14	33
yiaU	NC_017638.1	3729898	3730872	+	975	631	551	174	172	216	290	323	367	78	63	593	224	261	355	483	65	20	266
yiaV	NC_017638.1	3730869	3732005	-	1137	15	38	0	8	11	5	5	7	0	6	0	12	1	6	12	1	0	4
yiaW	NC_017638.1	3732011	3732334	-	324	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	0	1
ECDH1ME8569_3469	NC_017638.1	3732448	3732660	+	213	0	0	12	0	0	29	0	3	0	0	0	0	0	0	0	0	0	0
aldB	NC_017638.1	3732879	3734417	-	1539	161	182	15	137	115	21	100	193	194	104	101	49	136	80	77	0	14	102
yiaY	NC_017638.1	3734582	3735733	-	1152	12	39	2	1	0	10	13	18	0	0	24	11	22	15	9	0	0	0
selB	NC_017638.1	3735923	3737767	-	1845	1575	1180	169	75	100	225	972	973	92	91	402	210	1220	1460	438	17	10	294
selA	NC_017638.1	3737764	3739155	-	1392	1258	988	233	74	99	300	817	812	67	61	577	190	822	1140	644	4	35	241
yibF	NC_017638.1	3739253	3739861	-	609	404	439	182	286	206	188	263	322	218	166	184	202	190	291	389	6	29	160
rhsA	NC_017638.1	3740089	3744222	+	4134	137	95	24	41	31	117	84	72	92	77	145	44	87	50	101	28	47	61
yibA	NC_017638.1	3744243	3745085	+	843	250	74	162	61	24	140	66	63	133	95	172	158	67	64	47	251	196	179
yibJ	NC_017638.1	3745133	3745828	+	696	56	24	18	10	19	15	47	29	49	60	21	11	18	32	18	6	8	12
yibG	NC_017638.1	3746083	3746544	+	462	22	17	2	0	1	16	8	9	18	10	15	0	1	6	0	0	0	0
yibV	NC_017638.1	3747251	3747586	+	336	0	9	13	0	4	18	0	0	4	8	10	0	0	0	0	0	0	0
yibH	NC_017638.1	3748149	3749285	-	1137	55	32	20	49	45	147	32	17	72	74	88	55	16	36	71	0	15	211
yibI	NC_017638.1	3749288	3749650	-	363	9	9	10	164	102	48	3	26	44	56	57	88	28	10	97	1	11	67
mtlA	NC_017638.1	3750187	3752100	+	1914	1007	697	409	280	213	821	529	461	249	111	439	185	789	627	1551	28	35	1045
mtlD	NC_017638.1	3752330	3753478	+	1149	3405	2340	510	483	367	914	1632	1822	312	179	1144	442	3389	2518	2181	65	123	841
mtlR	NC_017638.1	3753478	3754065	+	588	1274	823	329	163	92	691	620	631	148	274	399	218	729	595	710	16	25	895
yibT	NC_017638.1	3754077	3754286	-	210	385	251	411	1125	867	685	137	178	217	170	253	186	207	232	1333	120	188	1088
yibL	NC_017638.1	3754571	3754933	+	363	1019	1022	230	30	41	242	755	654	46	33	407	112	723	1222	367	12	14	184
lldP	NC_017638.1	3755305	3756960	+	1656	152	147	164	113	110	147	117	83	113	68	61	83	36	28	149	2	2	91
lldR	NC_017638.1	3756960	3757736	+	777	30	12	1	9	1	48	10	30	0	4	5	0	11	12	29	0	0	25
lldD	NC_017638.1	3757733	3758923	+	1191	217	152	150	90	50	250	110	94	60	29	106	96	149	71	534	3	0	308
yibK	NC_017638.1	3759121	3759594	+	474	22	15	20	6	7	22	17	21	32	1	8	0	13	20	21	0	0	51
cysE	NC_017638.1	3759647	3760468	-	822	1854	1675	184	147	83	294	944	763	186	145	714	273	990	1199	593	102	82	336
gpsA	NC_017638.1	3760548	3761567	-	1020	14407	11486	910	604	372	1432	7366	7225	568	392	3411	1075	10194	9953	4232	265	329	1544
secB	NC_017638.1	3761567	3762034	-	468	14319	10811	6789	697	548	6671	9312	9461	1479	917	3358	1786	11391	13501	9210	109	132	8046
grxC	NC_017638.1	3762097	3762348	-	252	3736	2708	1203	270	143	1206	2210	2561	704	254	1027	453	2612	3092	2552	44	12	2165
yibN	NC_017638.1	3762490	3762921	-	432	1256	853	183	95	76	315	872	772	384	191	479	273	862	1251	434	4	43	386
gpmI	NC_017638.1	3763166	3764710	+	1545	34758	34348	3492	831	702	6557	32745	38106	1059	636	7799	3561	33825	46683	8216	130	119	3819
envC	NC_017638.1	3764744	3766003	+	1260	1289	872	114	53	71	154	606	675	84	75	325	51	786	888	209	1	2	67
yibQ	NC_017638.1	3766007	3766966	+	960	965	805	111	14	11	152	538	470	183	132	725	280	559	718	294	10	16	99
yibD	NC_017638.1	3766953	3767987	-	1035	88	108	4	7170	6056	55	57	119	51	52	89	41	16	22	48	18	18	4
tdh	NC_017638.1	3768226	3769251	-	1026	2180	1948	473	421	364	912	1289	1167	397	175	752	325	1075	1006	1991	19	23	940
kbl	NC_017638.1	3769261	3770457	-	1197	2785	2380	684	329	231	1083	1609	1661	245	175	951	429	1847	1587	2164	27	18	907
htrL	NC_017638.1	3770732	3771589	-	858	1494	871	245	82	88	325	805	960	252	172	353	398	397	933	664	21	34	418
rfaD	NC_017638.1	3771893	3772825	+	933	17868	14085	6781	1387	1134	11478	11271	11326	1636	814	9486	4395	15778	14955	17189	276	389	8862
rfaF	NC_017638.1	3772835	3773881	+	1047	1503	1231	209	107	29	313	961	847	215	97	659	258	1058	1157	512	1	37	276
rfaC	NC_017638.1	3773885	3774844	+	960	997	819	151	14	14	258	756	622	154	58	422	218	824	849	176	10	5	133
rfaL	NC_017638.1	3774854	3776113	+	1260	798	457	88	10	0	148	554	645	155	188	193	133	482	510	156	9	10	137
waaU	NC_017638.1	3776145	3777218	-	1074	214	152	182	51	81	180	191	292	239	135	170	101	96	225	417	1	1	294
rfaZ	NC_017638.1	3777251	3778102	-	852	354	257	258	97	85	414	249	238	207	237	129	133	237	220	416	0	4	580
rfaY	NC_017638.1	3778173	3778871	-	699	336	245	195	78	65	368	243	255	192	111	131	103	213	224	403	8	1	415
rfaJ	NC_017638.1	3778889	3779905	-	1017	399	295	173	54	52	199	306	282	154	139	62	60	211	327	472	1	1	246
rfaI	NC_017638.1	3779945	3780964	-	1020	666	544	431	96	114	567	496	474	320	330	275	156	387	567	760	26	25	776
rfaB	NC_017638.1	3780964	3782043	-	1080	861	762	660	230	213	863	802	618	370	329	282	183	588	949	1269	15	40	1225
rfaS	NC_017638.1	3782087	3783022	-	936	1142	844	1179	254	329	1334	1266	941	728	513	404	522	1042	1438	1637	15	52	2642
rfaP	NC_017638.1	3783059	3783856	-	798	439	414	140	118	71	226	362	339	201	68	143	142	331	395	453	0	2	296
rfaG	NC_017638.1	3783849	3784973	-	1125	1099	806	317	182	123	412	778	714	190	111	454	168	838	1187	645	18	3	375
rfaQ	NC_017638.1	3784970	3785986	-	1017	709	646	144	212	77	217	457	416	124	100	187	58	463	811	469	6	5	173
waaA	NC_017638.1	3786446	3787723	+	1278	418	553	56	19	39	42	310	343	31	30	197	54	368	448	76	8	4	35
coaD	NC_017638.1	3787731	3788210	+	480	88	102	0	9	0	18	94	45	4	8	75	18	52	77	24	8	0	9
mutM	NC_017638.1	3788249	3789058	-	810	197	87	68	10	1	44	120	171	56	62	96	71	137	283	67	11	69	17
rpmG	NC_017638.1	3789156	3789323	-	168	2204	1385	124	21	20	125	1214	1038	84	57	256	81	970	1248	292	9	23	105
rpmB	NC_017638.1	3789344	3789580	-	237	6718	7779	886	90	113	1221	6638	7713	738	533	1448	950	4740	6998	1587	71	88	907
radC	NC_017638.1	3789797	3790465	-	669	440	404	80	9	11	158	269	188	35	19	246	35	320	350	297	1	10	139
dfp	NC_017638.1	3790637	3791857	+	1221	1912	1288	238	202	184	339	1175	1133	198	135	532	220	2013	3068	681	12	3	324
dut	NC_017638.1	3791835	3792293	+	459	732	581	120	95	28	90	524	414	44	63	219	44	589	1158	185	0	2	98
slmA	NC_017638.1	3792400	3792996	+	597	186	166	39	28	4	65	154	149	39	13	82	14	158	203	110	0	2	31
pyrE	NC_017638.1	3793033	3793674	-	642	265	268	86	0	31	144	294	354	4	3	114	42	332	322	102	1	0	68
rph	NC_017638.1	3793740	3794456	-	717	401	515	218	27	8	203	474	400	33	13	203	66	539	1145	115	0	3	109
yicC	NC_017638.1	3794583	3795446	+	864	1042	1227	264	88	87	289	743	946	116	62	173	99	1053	1278	389	4	17	155
dinD	NC_017638.1	3795667	3796491	+	825	192	162	85	0	15	154	146	106	25	0	157	62	74	70	109	2	7	77
yicG	NC_017638.1	3796781	3797398	+	618	6	30	47	0	0	107	25	25	2	10	71	23	20	27	39	1	0	35
ligB	NC_017638.1	3797395	3799077	-	1683	145	95	28	7	5	19	72	46	4	25	40	2	41	68	48	0	17	1
gmk	NC_017638.1	3799335	3799958	+	624	5650	4122	1167	889	676	1746	3240	3569	457	225	2628	1627	3054	4080	3369	50	302	2285
rpoZ	NC_017638.1	3800013	3800288	+	276	8199	6652	1272	1020	925	1781	4930	5098	598	255	3134	1379	4299	6980	3591	130	159	2142
spoT	NC_017638.1	3800307	3802415	+	2109	8224	6946	1040	602	461	1422	5613	4738	651	437	2938	1475	4494	7296	1866	153	165	883
trmH	NC_017638.1	3802422	3803111	+	690	411	291	32	22	26	29	190	183	27	15	107	89	173	386	47	6	4	39
recG	NC_017638.1	3803117	3805198	+	2082	1652	1581	372	79	58	385	1080	940	266	147	1009	535	1416	2084	522	47	46	270
gltS	NC_017638.1	3805367	3806572	-	1206	628	434	428	378	239	484	408	386	135	190	443	269	330	341	726	42	58	448
yicE	NC_017638.1	3806852	3808243	+	1392	86	51	26	10	21	16	59	42	50	63	40	17	9	84	26	0	1	77
yicH	NC_017638.1	3808364	3810073	+	1710	773	810	571	437	401	1018	512	341	178	129	286	297	677	573	1017	18	40	618
yicI	NC_017638.1	3810126	3812444	-	2319	191	162	73	29	22	114	91	66	83	11	138	72	107	131	178	17	16	66
yicJ	NC_017638.1	3812454	3813836	-	1383	14	7	0	6	11	19	8	21	8	0	25	0	14	11	17	5	0	13
setC	NC_017638.1	3814860	3816044	+	1185	55	19	19	56	19	22	31	38	24	30	88	43	4	22	34	9	0	12
yicL	NC_017638.1	3816155	3817078	+	924	312	223	82	55	52	134	194	252	43	43	133	52	223	136	235	0	1	238
nlpA	NC_017638.1	3817082	3817900	-	819	1299	1057	8254	101	120	6894	747	699	244	225	357	228	495	489	1089	11	10	1567
yicS	NC_017638.1	3818122	3818415	+	294	26	22	34	31	15	15	19	14	11	9	28	10	8	0	49	0	0	0
yicM	NC_017638.1	3818456	3819811	-	1356	122	88	123	31	22	138	119	122	88	109	104	41	101	70	117	3	10	94
yicN	NC_017638.1	3819857	3820309	-	453	678	507	981	93	69	1396	319	270	103	105	490	263	486	511	947	9	14	1056
yicO	NC_017638.1	3820362	3821696	-	1335	5	15	13	8	3	16	25	3	5	13	17	6	5	0	20	0	0	23
ade	NC_017638.1	3821871	3823637	+	1767	327	216	62	43	17	54	148	139	27	33	27	21	90	176	24	1	10	22
uhpT	NC_017638.1	3823683	3825074	-	1392	41	63	32	45	48	34	26	64	2	3	20	0	25	42	78	7	5	76
uhpC	NC_017638.1	3825212	3826531	-	1320	430	297	42	12	11	58	272	185	26	28	75	14	100	172	35	9	15	31
uhpB	NC_017638.1	3826541	3828043	-	1503	646	485	114	17	17	99	465	357	55	67	193	52	168	209	113	4	25	49
uhpA	NC_017638.1	3828043	3828633	-	591	1447	1045	107	51	62	105	754	832	80	171	159	46	416	561	262	10	17	44
ilvN	NC_017638.1	3828709	3828999	-	291	2570	1524	341	79	130	461	1065	900	164	132	450	94	489	404	387	1	17	393
ilvB	NC_017638.1	3829003	3830691	-	1689	4780	3603	493	217	290	813	2300	2010	264	124	650	182	1248	1275	912	5	48	628
ivbL	NC_017638.1	3830797	3830895	-	99	648	634	77	13	19	96	361	221	1	19	72	3	154	150	188	2	0	19
ECDH1ME8569_3558	NC_017638.1	3831424	3831672	-	249	10	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	11
emrD	NC_017638.1	3831853	3833013	+	1161	195	132	206	73	47	318	122	51	185	259	487	356	48	70	350	18	27	241
yidF	NC_017638.1	3833021	3833518	-	498	150	168	42	3	1	34	75	38	17	14	9	23	88	98	71	9	0	21
yidG	NC_017638.1	3833515	3833877	-	363	45	48	12	21	11	14	16	34	26	10	62	25	19	31	54	1	0	42
yidH	NC_017638.1	3833867	3834214	-	348	52	58	8	14	17	27	33	53	12	10	54	9	62	37	90	14	2	31
yidI	NC_017638.1	3834322	3834771	+	450	90	78	30	3	9	23	30	48	26	0	23	20	20	37	43	0	1	25
yidJ	NC_017638.1	3834818	3836311	-	1494	64	20	15	13	8	18	22	8	21	26	48	19	6	37	38	0	32	34
yidK	NC_017638.1	3836308	3838023	-	1716	39	10	4	0	7	17	34	0	13	9	34	8	11	1	28	0	0	0
yidL	NC_017638.1	3838190	3839083	+	894	9	16	5	17	0	13	19	0	27	4	2	15	8	0	15	0	0	12
ysdC	NC_017638.1	3839080	3839256	-	177	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17
glvG	NC_017638.1	3839256	3839894	-	639	24	25	0	4	0	0	10	11	14	7	12	7	1	6	6	0	5	1
glvB	NC_017638.1	3839894	3840379	-	486	3	5	11	0	10	0	12	0	0	1	0	0	6	3	0	0	0	0
glvC	NC_017638.1	3840404	3841510	-	1107	17	4	0	0	0	0	1	0	0	0	6	0	9	12	2	0	2	0
yidP	NC_017638.1	3841806	3842522	+	717	1	12	0	0	9	0	11	0	0	0	14	3	9	4	10	0	0	0
yidE	NC_017638.1	3842519	3844180	-	1662	1412	1015	250	38	27	700	593	597	81	92	430	193	819	863	397	33	60	276
ibpB	NC_017638.1	3844376	3844804	-	429	100	100	65	31	27	113	67	49	382	172	886	456	54	101	43	1127	1614	66
ibpA	NC_017638.1	3844916	3845329	-	414	1624	1254	1974	331	455	3581	1324	1358	1963	1491	10343	6248	1314	1744	831	4311	7499	1046
yidQ	NC_017638.1	3845635	3845967	+	333	119	71	36	23	9	100	65	112	82	92	21	50	93	103	194	1	12	110
yidR	NC_017638.1	3845969	3847183	-	1215	227	194	32	37	6	131	112	144	29	10	52	31	173	182	156	0	0	105
cbrA	NC_017638.1	3847284	3848348	+	1065	27	27	33	1	11	78	32	6	21	19	65	22	91	89	100	0	0	77
dgoT	NC_017638.1	3848345	3849637	-	1293	28	22	6	7	0	30	25	1	2	14	0	10	3	9	16	0	0	10
dgoD	NC_017638.1	3849757	3850905	-	1149	81	70	11	24	0	68	38	30	19	13	68	12	35	65	44	0	0	11
dgoA	NC_017638.1	3850902	3851519	-	618	31	16	8	7	0	30	3	11	2	5	22	4	17	13	34	0	3	42
dgoK	NC_017638.1	3851503	3852381	-	879	70	51	16	27	17	85	20	35	2	17	82	17	48	63	54	1	1	38
dgoR	NC_017638.1	3852378	3853067	-	690	669	425	310	55	87	415	267	220	62	34	146	125	310	293	260	43	1	172
yidX	NC_017638.1	3853345	3854001	+	657	33	45	18	22	17	8	24	18	30	24	27	9	22	23	10	0	0	0
yidA	NC_017638.1	3854047	3854859	-	813	7555	6294	2918	357	354	4789	5269	5383	721	432	3764	2692	6296	8808	5337	97	157	3151
yidB	NC_017638.1	3854974	3855372	-	399	148	140	131	182	220	251	99	64	182	69	183	178	144	161	425	90	86	349
gyrB	NC_017638.1	3855612	3858026	-	2415	8775	6996	1985	1105	797	3188	5792	6119	896	564	3783	1856	6258	9240	5686	756	1082	3064
recF	NC_017638.1	3858055	3859128	-	1074	793	695	97	36	46	279	670	712	92	196	664	232	544	728	260	77	137	290
dnaN	NC_017638.1	3859128	3860228	-	1101	1239	979	210	170	149	338	970	813	308	203	1193	413	608	987	734	22	70	583
dnaA	NC_017638.1	3860233	3861567	-	1335	3064	2234	609	564	430	858	1913	1885	792	455	2160	1241	1449	2660	2462	140	220	1128
rpmH	NC_017638.1	3862243	3862383	+	141	2364	1197	143	40	30	219	1002	985	266	167	326	166	2274	3597	306	20	56	169
rnpA	NC_017638.1	3862400	3862759	+	360	3092	2544	175	14	15	286	2390	2264	217	90	859	320	1910	3234	506	35	21	117
yidD	NC_017638.1	3862723	3862980	+	258	1065	680	131	14	2	135	1064	872	49	50	282	173	716	1544	194	4	17	82
yidC	NC_017638.1	3862983	3864629	+	1647	8401	7217	666	177	128	1075	5971	5889	480	340	2332	992	6956	10079	1076	42	61	592
trmE	NC_017638.1	3864735	3866099	+	1365	1964	1404	473	298	178	885	1059	1220	433	289	1305	711	1043	1763	1422	52	69	873
tnaC	NC_017638.1	3866342	3866416	+	75	1259	894	10	3	3	39	2230	1877	6	27	49	35	1710	1675	4	4	1	15
tnaA	NC_017638.1	3866637	3868052	+	1416	31127	21812	140	61	71	358	31963	28868	90	69	824	361	60052	56363	228	61	60	178
mdtL	NC_017638.1	3870721	3871896	+	1176	120	62	38	6	12	63	139	89	9	4	21	22	112	196	53	0	0	11
yidZ	NC_017638.1	3871871	3872830	+	960	618	512	100	36	22	140	416	451	26	55	217	136	367	596	301	2	14	130
yieE	NC_017638.1	3872987	3873736	+	750	617	356	370	48	19	483	324	317	85	45	680	382	414	256	608	26	49	409
yieF	NC_017638.1	3873758	3874324	+	567	477	454	118	71	42	332	363	311	76	31	336	205	444	360	690	23	41	293
yieG	NC_017638.1	3874378	3875715	-	1338	510	395	198	79	70	264	591	487	166	162	457	142	386	385	479	6	20	338
yieH	NC_017638.1	3875880	3876545	+	666	38	39	26	8	21	22	27	13	25	22	34	11	27	42	42	1	0	28
cbrB	NC_017638.1	3876612	3877079	+	468	201	112	135	41	36	179	161	210	27	56	157	255	265	350	509	1	0	263
cbrC	NC_017638.1	3877128	3877715	+	588	420	289	243	121	92	470	270	272	99	39	166	208	503	616	1033	2	8	856
yieK	NC_017638.1	3877777	3878499	-	723	0	3	0	7	0	0	2	0	2	1	0	8	1	12	9	0	0	0
yieL	NC_017638.1	3878514	3879683	-	1170	7	26	5	1	7	10	7	6	15	9	4	0	3	15	0	0	0	1
bglH	NC_017638.1	3879710	3881326	-	1617	19	15	0	4	4	11	36	37	1	5	9	15	7	15	0	0	0	0
bglB	NC_017638.1	3881395	3882807	-	1413	5	14	2	10	0	28	11	0	4	5	23	7	4	0	8	0	0	0
bglF	NC_017638.1	3882826	3884703	-	1878	10	0	13	0	10	0	10	0	0	6	9	5	1	11	9	0	0	0
bglG	NC_017638.1	3884837	3885673	-	837	0	10	1	9	19	0	11	0	4	1	0	3	0	5	1	4	0	0
phoU	NC_017638.1	3885959	3886684	-	726	184	174	268	710	687	311	75	102	29	12	22	15	135	122	244	186	375	157
pstB	NC_017638.1	3886699	3887472	-	774	389	185	355	2240	2030	659	279	259	50	57	167	72	253	222	473	1940	3029	272
pstA	NC_017638.1	3887655	3888545	-	891	119	79	318	1289	1302	450	131	110	47	90	71	73	85	79	188	955	1910	239
pstC	NC_017638.1	3888545	3889504	-	960	128	106	283	4730	3860	220	208	183	188	200	186	65	66	58	295	768	945	250
pstS	NC_017638.1	3889591	3890631	-	1041	246	169	467	10515	7966	486	309	429	405	311	185	58	113	155	533	2512	3186	224
glmS	NC_017638.1	3890945	3892774	-	1830	7413	6175	3780	928	1057	6015	7159	8078	1255	659	7284	2643	26402	14214	7360	87	112	3716
glmU	NC_017638.1	3892936	3894306	-	1371	3754	2869	1443	419	304	1548	2646	2858	633	427	1610	915	5004	7627	3049	37	42	1954
atpC	NC_017638.1	3894659	3895078	-	420	3572	3286	411	34	13	603	2163	1859	208	94	1394	539	2096	2980	1962	4	8	728
atpD	NC_017638.1	3895099	3896481	-	1383	49115	33930	7781	604	479	12944	21797	21798	2911	1413	22024	8236	29232	30940	23698	129	279	11804
atpG	NC_017638.1	3896508	3897371	-	864	41897	29597	13747	954	852	17330	25833	24256	8631	5874	23044	17437	25982	29830	19901	171	265	16446
atpA	NC_017638.1	3897422	3898963	-	1542	21202	16417	3294	550	499	5050	10820	11266	1836	926	9430	3821	14035	14840	8013	137	206	3921
atpH	NC_017638.1	3898976	3899509	-	534	7262	5763	666	195	178	742	4124	4120	555	120	3155	1178	5140	7765	1752	41	39	960
atpF	NC_017638.1	3899524	3899994	-	471	10040	8322	614	127	63	804	5184	5398	378	193	3343	906	13568	9529	2132	10	38	970
atpE	NC_017638.1	3900056	3900295	-	240	27117	18787	1818	374	312	2261	11883	12101	1197	838	9208	3741	17997	21547	4757	62	65	2749
atpB	NC_017638.1	3900342	3901157	-	816	23589	15925	1769	286	282	2610	10693	11076	923	587	5930	2296	13757	17532	3987	58	85	2257
atpI	NC_017638.1	3901166	3901558	-	393	737	576	110	22	32	121	410	505	74	114	207	67	378	586	109	3	0	119
gidB	NC_017638.1	3902163	3902786	-	624	288	300	37	15	26	60	224	313	34	27	137	124	221	311	88	0	8	55
gidA	NC_017638.1	3902850	3904739	-	1890	3075	2419	507	248	187	1032	1985	2253	274	265	1900	737	1831	2706	1105	61	82	612
mioC	NC_017638.1	3905118	3905561	-	444	2620	1585	408	96	49	557	1607	1496	503	330	1031	722	569	2673	1027	36	22	588
asnC	NC_017638.1	3905651	3906109	-	459	501	503	482	126	157	844	358	540	103	73	477	296	392	408	825	68	56	661
asnA	NC_017638.1	3906261	3907253	+	993	3591	3000	434	76	48	552	5154	7673	457	251	694	318	10507	8397	15687	171	348	20227
viaA	NC_017638.1	3907258	3908709	-	1452	3227	2456	580	101	98	856	1819	1748	232	206	1358	685	2411	2803	931	9	31	788
yieN	NC_017638.1	3908703	3910199	-	1497	2536	1789	890	473	511	1328	1603	1423	424	269	1980	970	2347	2696	2082	14	28	906
